Date,Adj Close,return,cumulative_return,rolling_vol_30d,SMA_50,SMA_200
20/09/2018,26656.98,0.009513833,1.106142358,0.083940303,25633.6016,
21/09/2018,26743.5,0.003245679,1.109732541,0.083094244,25669.9738,
24/09/2018,26562.05,-0.006784826,1.102203199,0.082255939,25700.8266,
25/09/2018,26492.21,-0.002629315,1.099305159,0.080905357,25729.3836,
26/09/2018,26385.28,-0.004036281,1.094868055,0.082123822,25754.6914,
27/09/2018,26439.93,0.002071231,1.097135779,0.079524243,25779.5042,
28/09/2018,26458.31,0.000695161,1.097898465,0.067397291,25807.3804,
01/10/2018,26651.21,0.007290715,1.10590293,0.069131631,25839.2422,
02/10/2018,26773.94,0.004605044,1.110995662,0.069520769,25873.8352,
03/10/2018,26828.39,0.002033694,1.113255087,0.069468507,25905.5642,
04/10/2018,26627.48,-0.007488709,1.104918244,0.072776389,25929.8318,
05/10/2018,26447.05,-0.006776082,1.097431227,0.075432296,25948.2314,
08/10/2018,26486.78,0.001502247,1.099079839,0.074407998,25968.9458,
09/10/2018,26430.57,-0.002122191,1.096747382,0.069603769,25991.4206,
10/10/2018,25598.74,-0.031472269,1.062230254,0.115873529,25995.0916,
11/10/2018,25052.83,-0.021325659,1.039577494,0.130129617,25989.4718,
12/10/2018,25339.99,0.011462178,1.051493316,0.134719036,25989.7484,
15/10/2018,25250.55,-0.003529599,1.047781967,0.134950511,25985.5078,
16/10/2018,25798.42,0.021697349,1.070516058,0.15000889,25991.4326,
17/10/2018,25706.68,-0.003556032,1.066709269,0.150294487,25992.988,
18/10/2018,25379.45,-0.012729376,1.053130725,0.154488468,25988.902,
19/10/2018,25444.34,0.002556793,1.055823362,0.154618581,25987.6042,
22/10/2018,25317.41,-0.004988536,1.05055635,0.155076655,25987.6896,
23/10/2018,25191.43,-0.004976022,1.045328758,0.154798228,25987.7642,
24/10/2018,24583.42,-0.024135589,1.020099133,0.168540145,25973.4342,
25/10/2018,24984.55,0.016317095,1.036744187,0.175338642,25969.877,
26/10/2018,24688.31,-0.011856928,1.024451586,0.177801195,25952.4686,
29/10/2018,24442.92,-0.009939522,1.014269027,0.179287803,25927.9406,
30/10/2018,24874.64,0.017662374,1.032183426,0.186457597,25910.2596,
31/10/2018,25115.76,0.009693407,1.0421888,0.18806913,25896.129,
01/11/2018,25380.74,0.010550348,1.053184254,0.188624563,25889.0718,
02/11/2018,25270.83,-0.004330449,1.048623493,0.188222993,25881.3488,
05/11/2018,25461.7,0.007552977,1.056543723,0.189517976,25874.7758,
06/11/2018,25635.01,0.006806694,1.063735292,0.190928151,25866.4832,
07/11/2018,26180.3,0.0212713,1.086362325,0.201269285,25868.8088,
08/11/2018,26191.22,0.000417108,1.086815455,0.201165442,25870.1418,
09/11/2018,25989.3,-0.007709454,1.078436702,0.202298594,25870.1894,
12/11/2018,25387.18,-0.023167996,1.053451485,0.211150489,25858.6366,
13/11/2018,25286.49,-0.003966175,1.049273312,0.210445664,25845.3168,
14/11/2018,25080.5,-0.008146247,1.040725672,0.210894275,25827.427,
15/11/2018,25289.27,0.008323997,1.049388669,0.212395086,25813.295,
16/11/2018,25413.22,0.004901288,1.054532025,0.212633091,25803.2286,
19/11/2018,25017.44,-0.015573784,1.038108971,0.21644402,25786.436,
20/11/2018,24465.64,-0.022056613,1.015211803,0.224263292,25756.3276,
21/11/2018,24464.69,-3.88E-05,1.015172382,0.206767328,25725.643,
23/11/2018,24285.95,-0.00730604,1.007755492,0.198885502,25688.4422,
26/11/2018,24640.24,0.01458827,1.022456902,0.200779505,25658.1536,
27/11/2018,24748.73,0.00440296,1.026958739,0.201177386,25631.8858,
28/11/2018,25366.43,0.024958856,1.052590455,0.204511786,25614.2752,
29/11/2018,25338.84,-0.001087658,1.051445596,0.204314462,25592.9368,
30/11/2018,25538.46,0.007878024,1.05972891,0.202227548,25570.5664,
03/12/2018,25826.43,0.011275934,1.071678344,0.204642537,25552.225,
04/12/2018,25027.07,-0.030951239,1.038508572,0.223723261,25521.5254,
06/12/2018,24947.67,-0.003172565,1.035213836,0.223455776,25490.6346,
07/12/2018,24388.95,-0.022395679,1.01202952,0.221889575,25450.708,
10/12/2018,24423.26,0.001406785,1.013453227,0.21640274,25410.3746,
11/12/2018,24370.24,-0.002170881,1.011253141,0.213856369,25368.6132,
12/12/2018,24527.27,0.006443515,1.017769165,0.212737097,25326.1344,
13/12/2018,24597.38,0.002858451,1.020678408,0.206411595,25282.6032,
14/12/2018,24100.51,-0.020200119,1.000060583,0.211954604,25228.0456,
17/12/2018,23592.98,-0.02105889,0.979000417,0.216366023,25167.3556,
18/12/2018,23675.64,0.003503585,0.982430428,0.216930847,25111.9274,
19/12/2018,23323.66,-0.014866758,0.967824873,0.218008386,25048.665,
20/12/2018,22859.6,-0.019896534,0.948568512,0.221463761,24977.2456,
21/12/2018,22445.37,-0.018120615,0.931379868,0.212068368,24914.1782,
24/12/2018,21792.2,-0.029100434,0.90427631,0.22247918,24848.9656,
26/12/2018,22878.45,0.049845816,0.949350701,0.275005122,24799.7348,
27/12/2018,23138.82,0.011380579,0.960154861,0.272402049,24757.5002,
28/12/2018,23062.4,-0.003302675,0.956983782,0.272387216,24702.7798,
31/12/2018,23327.46,0.011493166,0.967982555,0.27504871,24655.1954,
02/01/2019,23346.24,0.00080506,0.968761839,0.273390914,24614.5312,
03/01/2019,22686.22,-0.028270934,0.941374038,0.28232658,24559.3688,
04/01/2019,23433.16,0.032924833,0.97236862,0.298988605,24521.6838,
07/01/2019,23531.35,0.004190216,0.976443055,0.293318188,24488.4822,
08/01/2019,23787.45,0.010883353,0.98707003,0.29537313,24472.5628,
09/01/2019,23879.12,0.003853713,0.990873914,0.294997486,24450.4542,
10/01/2019,24001.92,0.005142568,0.995969551,0.292083963,24436.7264,
11/01/2019,23995.95,-0.00024873,0.995721823,0.291687035,24427.787,
14/01/2019,23909.84,-0.003588522,0.992148653,0.281272162,24408.491,
15/01/2019,24065.59,0.006514054,0.998611564,0.282304708,24387.4876,
16/01/2019,24207.16,0.005882673,1.004486069,0.281783489,24364.016,
17/01/2019,24370.1,0.006731066,1.011247331,0.280278327,24346.0014,
18/01/2019,24706.35,0.013797645,1.025200163,0.269614953,24330.8944,
22/01/2019,24404.48,-0.012218316,1.012673944,0.271721426,24306.2838,
23/01/2019,24575.62,0.007012647,1.019775468,0.264487926,24274.1902,
24/01/2019,24553.24,-0.000910659,1.018846801,0.264495605,24241.4306,
25/01/2019,24737.2,0.00749229,1.026480297,0.26518975,24216.3886,
28/01/2019,24528.22,-0.008448005,1.017808586,0.265865425,24199.2094,
29/01/2019,24579.96,0.002109407,1.019955558,0.265807631,24185.0788,
30/01/2019,25014.86,0.017693275,1.038001913,0.263323358,24183.766,
31/01/2019,24999.67,-0.000607239,1.037371598,0.254713866,24177.974,
01/02/2019,25063.89,0.002568834,1.040036433,0.254682105,24170.9874,
04/02/2019,25239.37,0.007001307,1.047318048,0.249920623,24175.426,
05/02/2019,25411.52,0.006820693,1.054461483,0.240705684,24194.3436,
06/02/2019,25390.3,-0.000835054,1.05358095,0.232186702,24212.8558,
07/02/2019,25169.53,-0.008695053,1.044420008,0.213521966,24230.5274,
08/02/2019,25106.33,-0.002510973,1.041797498,0.166496906,24239.8492,
11/02/2019,25053.11,-0.002119784,1.039589112,0.165294728,24245.9368,
12/02/2019,25425.76,0.014874401,1.055052378,0.167927928,24247.1234,
13/02/2019,25543.27,0.004621691,1.059928503,0.166190608,24251.212,
14/02/2019,25439.39,-0.004066825,1.05561796,0.167366368,24249.2306,25027.74915
15/02/2019,25883.25,0.017447745,1.074036113,0.144174423,24250.367,25036.67015
19/02/2019,25891.32,0.000311785,1.074370981,0.116523612,24267.652,25046.50185
20/02/2019,25954.44,0.002437883,1.076990172,0.116525365,24287.7874,25056.6233
21/02/2019,25850.63,-0.003999701,1.072682533,0.116089908,24317.021,25064.5639
22/02/2019,26031.81,0.007008727,1.080200672,0.116696787,24349.192,25072.93635
25/02/2019,26091.95,0.00231025,1.082696206,0.11651394,24383.6262,25081.59505
26/02/2019,26057.98,-0.001301934,1.081286607,0.116794075,24414.2404,25089.17225
27/02/2019,25985.16,-0.002794537,1.078264911,0.116440126,24441.996,25095.4004
28/02/2019,25916,-0.002661519,1.075395088,0.116935574,24478.3058,25100.82455
01/03/2019,26026.32,0.00425683,1.079972862,0.116621213,24526.9726,25106.4591
04/03/2019,25819.65,-0.007940808,1.071397005,0.119647967,24569.8528,25112.0253
05/03/2019,25806.63,-0.000504267,1.070856735,0.114412744,24619.5122,25117.2138
06/03/2019,25673.46,-0.005160302,1.065330791,0.108759534,24675.7894,25122.0112
07/03/2019,25473.23,-0.007799105,1.057022165,0.110938955,24736.3466,25125.8019
08/03/2019,25450.24,-0.000902516,1.056068185,0.110937599,24809.5074,25127.98665
11/03/2019,25650.88,0.007883619,1.064393825,0.111135473,24864.956,25132.069
12/03/2019,25554.66,-0.003751138,1.060401136,0.108379583,24913.2728,25135.40825
13/03/2019,25702.89,0.005800508,1.066552001,0.10911799,24966.0826,25139.8639
14/03/2019,25709.94,0.000274288,1.066844544,0.097760863,25013.7322,25144.64815
15/03/2019,25848.87,0.005403747,1.072609501,0.098487909,25063.7848,25152.08525
18/03/2019,25914.1,0.002523515,1.075316247,0.098482253,25128.3424,25158.31685
19/03/2019,25887.38,-0.001031099,1.07420749,0.097063141,25177.4268,25165.67455
20/03/2019,25745.67,-0.005474096,1.068327175,0.097046802,25221.7132,25171.22685
21/03/2019,25962.51,0.008422387,1.07732504,0.099652616,25265.2144,25176.97095
22/03/2019,25502.32,-0.017725174,1.058229266,0.109999042,25297.6784,25180.48265
25/03/2019,25516.83,0.000568968,1.058831365,0.109637512,25327.9766,25182.33485
26/03/2019,25657.73,0.005521846,1.064678068,0.110247463,25361.2122,25184.41645
27/03/2019,25625.59,-0.001252644,1.063344406,0.101978652,25395.5272,25185.96175
28/03/2019,25717.46,0.003585088,1.067156589,0.101638925,25428.5646,25187.9375
29/03/2019,25928.68,0.008213097,1.07592125,0.103327882,25462.995,25190.97725
01/04/2019,26258.42,0.012717192,1.089603947,0.097386301,25500.7614,25196.26335
02/04/2019,26179.13,-0.003019603,1.086313776,0.09791884,25530.217,25201.28245
03/04/2019,26218.13,0.001489736,1.087932097,0.097784741,25566.49,25206.9207
04/04/2019,26384.63,0.006350567,1.094841083,0.098378541,25602.6702,25213.9065
05/04/2019,26424.99,0.001529678,1.096515838,0.096590951,25640.1052,25222.5304
08/04/2019,26341.02,-0.003177674,1.093031468,0.097014614,25672.1816,25230.9465
09/04/2019,26150.58,-0.007229788,1.085129082,0.099376198,25704.6288,25239.3909
10/04/2019,26157.16,0.00025162,1.085402122,0.098986691,25736.1728,25247.27225
11/04/2019,26143.05,-0.000539432,1.084816621,0.098636853,25758.7366,25256.7235
12/04/2019,26412.3,0.010299104,1.095989261,0.102227277,25786.9892,25267.36945
15/04/2019,26384.77,-0.001042317,1.094846892,0.099181048,25813.4068,25278.70535
16/04/2019,26452.66,0.002573075,1.097664016,0.099246342,25837.6726,25289.8884
17/04/2019,26449.54,-0.000117947,1.09753455,0.097659028,25858.433,25300.77905
18/04/2019,26559.54,0.004158862,1.102099045,0.094378984,25881.8178,25312.04085
22/04/2019,26511.05,-0.001825709,1.100086933,0.094613195,25908.6482,25323.722
23/04/2019,26656.39,0.005482242,1.106117876,0.093427218,25939.6494,25335.22025
24/04/2019,26597.05,-0.002226108,1.103655538,0.092813385,25970.5282,25345.9231
25/04/2019,26462.08,-0.005074623,1.098054903,0.093630381,25991.2546,25354.35055
26/04/2019,26543.33,0.003070431,1.101426405,0.093795833,26011.2558,25362.4689
29/04/2019,26554.39,0.000416677,1.101885344,0.092908011,26033.5558,25371.7386
30/04/2019,26592.91,0.001450608,1.103483747,0.092798532,26047.749,25380.0787
01/05/2019,26430.14,-0.006120804,1.096729539,0.094858391,26058.5254,25387.13235
02/05/2019,26307.79,-0.004629185,1.091652576,0.094410359,26065.5924,25393.3495
03/05/2019,26504.95,0.007494358,1.099833811,0.093790202,26078.6788,25400.2748
06/05/2019,26438.48,-0.002507833,1.097075611,0.076597823,26086.8122,25406.47075
07/05/2019,25965.09,-0.017905341,1.077432098,0.094557579,26084.275,25410.9737
08/05/2019,25967.33,8.63E-05,1.077525048,0.093403232,26082.462,25415.51975
09/05/2019,25828.36,-0.005351725,1.07175843,0.094785146,26079.326,25419.4401
10/05/2019,25942.37,0.00441414,1.076489322,0.095066388,26079.8534,25422.94225
13/05/2019,25324.99,-0.023798134,1.050870885,0.115096465,26065.8268,25422.4967
14/05/2019,25532.05,0.008176114,1.059462925,0.111161294,26060.0748,25422.5216
15/05/2019,25648.02,0.004542134,1.064275148,0.112071426,26056.9026,25423.5064
16/05/2019,25862.68,0.008369457,1.073182553,0.114954158,26060.687,25426.28565
17/05/2019,25764,-0.003815537,1.069087786,0.113510864,26066.5024,25428.0297
20/05/2019,25679.9,-0.003264245,1.065598021,0.113517887,26071.0956,25429.7601
21/05/2019,25877.33,0.007688114,1.073790461,0.115988101,26075.6246,25432.51595
22/05/2019,25776.61,-0.00389221,1.069611043,0.114718222,26080.0636,25434.0861
23/05/2019,25490.47,-0.011100762,1.057737546,0.118758154,26075.8152,25434.02755
24/05/2019,25585.69,0.003735514,1.061688739,0.119494025,26073.3302,25433.81145
28/05/2019,25347.77,-0.009298948,1.05181615,0.117311783,26063.3082,25432.63155
29/05/2019,25126.41,-0.008732918,1.042630726,0.119241697,26047.5544,25430.71745
30/05/2019,25169.88,0.001730052,1.044434532,0.119010125,26033.2044,25430.00115
31/05/2019,24815.04,-0.014097803,1.0297103,0.124250293,26014.5918,25428.13785
03/06/2019,24819.78,0.000191013,1.029906988,0.123041373,25991.7372,25425.73715
04/06/2019,25332.18,0.020644824,1.051169237,0.139775045,25988.3344,25426.586
05/06/2019,25539.57,0.00818682,1.05977497,0.141158207,25988.7892,25426.4902
06/06/2019,25720.66,0.007090566,1.067289374,0.143244367,25990.0478,25426.7469
07/06/2019,25983.94,0.010236129,1.078214286,0.146370347,25997.2148,25427.87315
10/06/2019,26062.68,0.003030333,1.081481635,0.146361735,26004.1192,25429.0751
11/06/2019,26048.51,-0.000543689,1.080893645,0.146332069,26006.5158,25430.64965
12/06/2019,26004.83,-0.001676871,1.079081126,0.146231979,26001.444,25432.3889
13/06/2019,26106.77,0.003920041,1.083311168,0.145895237,25999.9968,25433.971
14/06/2019,26089.61,-0.000657301,1.082599107,0.14534058,25997.4264,25434.17085
17/06/2019,26112.53,0.000878511,1.083550181,0.143536109,25991.9844,25434.4134
18/06/2019,26465.54,0.013518797,1.098198477,0.148959994,25992.7954,25436.11825
19/06/2019,26504,0.00145321,1.09979439,0.138878134,25996.055,25438.70365
20/06/2019,26753.17,0.009401222,1.110133802,0.141113654,26008.1068,25442.6454
21/06/2019,26719.13,-0.001272373,1.108721298,0.140000808,26019.3462,25446.47865
24/06/2019,26727.54,0.000314756,1.109070275,0.139678763,26031.036,25450.2414
25/06/2019,26548.22,-0.006709185,1.101629317,0.120784328,26033.7544,25453.00315
26/06/2019,26536.82,-0.000429407,1.10115627,0.119279644,26036.7954,25456.10455
27/06/2019,26526.58,-0.000385879,1.100731357,0.118975682,26038.2738,25459.4521
28/06/2019,26599.96,0.002766282,1.10377629,0.117115112,26041.2822,25462.5966
01/07/2019,26717.43,0.004416172,1.108650756,0.116625156,26044.44,25466.18915
02/07/2019,26786.68,0.002591941,1.111524313,0.115893396,26049.9526,25469.3926
03/07/2019,26966,0.006694372,1.11896527,0.115462327,26056.1448,25473.44925
05/07/2019,26922.12,-0.001627234,1.117144452,0.114744572,26062.6462,25477.74925
08/07/2019,26806.14,-0.004307982,1.112331814,0.109860002,26069.5274,25480.54515
09/07/2019,26783.49,-0.000844956,1.111391943,0.109925346,26074.3306,25482.4338
10/07/2019,26860.2,0.002864078,1.114575056,0.105038581,26080.4468,25483.4499
11/07/2019,27088.08,0.008483928,1.12403103,0.101612443,26090.3502,25485.1728
12/07/2019,27332.03,0.009005806,1.134153836,0.103289746,26108.388,25489.0227
15/07/2019,27359.16,0.000992608,1.135279606,0.090319114,26129.4154,25493.35745
16/07/2019,27335.63,-0.000860041,1.134303219,0.090681539,26146.029,25498.1092
17/07/2019,27219.85,-0.004235498,1.129498881,0.076790287,26161.6564,25502.0088
18/07/2019,27222.97,0.000114622,1.129628346,0.075057625,26186.814,25505.8321
19/07/2019,27154.2,-0.002526176,1.126774707,0.07472096,26210.5514,25508.34705
22/07/2019,27171.9,0.000651833,1.127509176,0.07037761,26237.4222,25510.33685
23/07/2019,27349.19,0.006524755,1.134865897,0.071752868,26265.5586,25512.94085
24/07/2019,27269.97,-0.002896612,1.131578631,0.072686605,26304.4582,25516.1533
25/07/2019,27140.98,-0.004730112,1.126226138,0.074379315,26336.6368,25519.62295
26/07/2019,27192.45,0.001896394,1.128361906,0.074022661,26367.5254,25523.1513
29/07/2019,27221.35,0.001062795,1.129561124,0.07378087,26394.6988,25527.1052
30/07/2019,27198.02,-0.000857048,1.128593036,0.074063888,26423.3792,25535.1016
31/07/2019,26864.27,-0.012271114,1.114743942,0.075012054,26447.0666,25544.1588
01/08/2019,26583.42,-0.010454407,1.103089956,0.08137894,26461.1884,25550.37595
02/08/2019,26485.01,-0.003701932,1.099006392,0.077132847,26475.3564,25556.54825
05/08/2019,25717.74,-0.028969972,1.067168208,0.113357639,26479.9018,25556.14485
06/08/2019,26029.52,0.012123149,1.080105647,0.1197575,26488.7784,25557.75905
07/08/2019,26007.07,-0.000862482,1.079174075,0.118465374,26501.9644,25560.89715
08/08/2019,26378.19,0.014269966,1.094573852,0.126125798,26527,25565.5664
09/08/2019,26287.44,-0.003440342,1.090808144,0.126481598,26549.3512,25570.41655
12/08/2019,25896.44,-0.014874023,1.074583438,0.132967589,26570.9792,25573.9416
13/08/2019,26279.91,0.014807827,1.090495683,0.139786073,26600.1818,25582.42405
14/08/2019,25479.42,-0.03046015,1.057279021,0.164113896,26603.1266,25584.8984
15/08/2019,25579.39,0.003923559,1.061427318,0.163088198,26603.923,25589.3538
16/08/2019,25886.01,0.011986994,1.074150641,0.16784952,26607.23,25596.56925
19/08/2019,26135.79,0.009649228,1.084515365,0.170495546,26610.267,25602.875
20/08/2019,25962.44,-0.006632667,1.077322135,0.171335585,26608.2622,25607.1084
21/08/2019,26202.73,0.009255293,1.087293068,0.173568543,26611.3466,25611.21835
22/08/2019,26252.24,0.001889498,1.089347505,0.171554817,26616.2948,25616.1254
23/08/2019,25628.9,-0.02374426,1.063481756,0.180977399,26606.7374,25616.9614
26/08/2019,25898.83,0.010532251,1.074682612,0.18446273,26602.9218,25618.2805
27/08/2019,25777.9,-0.004669323,1.069664572,0.184631377,26596.2292,25616.2685
28/08/2019,26036.1,0.010016332,1.080378687,0.187652463,26587.6404,25615.4929
29/08/2019,26362.25,0.012526838,1.093912416,0.191929886,26584.8054,25617.35765
30/08/2019,26403.28,0.001556392,1.095614972,0.192012342,26577.8076,25622.43815
03/09/2019,26118.02,-0.010803961,1.083777991,0.194086354,26565.7854,25626.5958
04/09/2019,26355.47,0.009091424,1.093631077,0.195119017,26558.344,25632.97065
05/09/2019,26728.15,0.014140518,1.109095587,0.199988135,26561.9426,25640.16505
06/09/2019,26797.46,0.002593146,1.111971634,0.199797412,26567.1554,25647.08625
09/09/2019,26835.51,0.001419911,1.113550534,0.199755682,26573.334,25656.1766
10/09/2019,26909.43,0.002754559,1.116617875,0.199920737,26579.5234,25668.39555
11/09/2019,27137.04,0.008458373,1.126062646,0.20151464,26587.9156,25681.7573
12/09/2019,27182.45,0.001673359,1.127946952,0.19815846,26595.831,25696.2398
13/09/2019,27219.52,0.001363748,1.129485187,0.195439304,26600.9014,25709.1362
16/09/2019,27076.82,-0.005242561,1.123563792,0.195802633,26603.9954,25720.77665
17/09/2019,27110.8,0.001254948,1.124973806,0.174266504,26610.0886,25729.4985
18/09/2019,27147.08,0.001338212,1.12647926,0.171506343,26617.3604,25738.5397
19/09/2019,27094.79,-0.001926174,1.124309464,0.171659101,26622.0522,25746.32135
20/09/2019,26935.07,-0.00589486,1.117681817,0.168464977,26618.992,25751.86455
23/09/2019,26949.99,0.000553925,1.118300929,0.167998446,26611.3512,25761.47915
24/09/2019,26807.77,-0.005277182,1.112399451,0.162384683,26600.3234,25770.77965
25/09/2019,26970.71,0.006078089,1.119160714,0.157940123,26593.025,25783.68845
26/09/2019,26891.12,-0.002950979,1.115858094,0.12768074,26586.4504,25796.02775
27/09/2019,26820.25,-0.002635442,1.112917314,0.128160651,26578.396,25808.2778
30/09/2019,26916.83,0.00360101,1.116924941,0.124514177,26573.6486,25820.2256
01/10/2019,26573.04,-0.012772306,1.102659233,0.128397104,26561.6714,25830.1039
02/10/2019,26078.62,-0.018606076,1.082143072,0.138535085,26536.26,25839.99445
03/10/2019,26201.04,0.004694267,1.08722294,0.136556949,26514.8814,25853.03475
04/10/2019,26573.72,0.014223863,1.10268745,0.142560662,26503.5362,25867.52515
07/10/2019,26478.02,-0.003601302,1.098716339,0.123546831,26489.2476,25883.29695
